company_location,company_name,expected_salary,hiring_number,job_description,job_title,job_url,time_posted
Lagos,Snug Bank,,,"Business Area:
Retail Bank
Sub-Unit:
Client Services Unit / Country Desks
Superior:
Head of Client Services
Description of area of responsibility
The Client Services Intern will serve as a principal channel of communication between Snug Bank and its clients and prospective clients, reacting to all client queries and needs through our service channels
The responsibilities of the Client Services Intern include:
Addressing all information and service-related queries and feedback provided by clients and potential clients through our service channels, mainly online through email, LiveChat, Skype, CRM systems and phone
Participating in the development of functionalities and content for the Bank's online services in the team member's respective native language
Active online promotion of the Bank's retail products and services
Training into new areas of the job by senior team members with the possibility to growing into a permanent position, developing competences to undertake other tasks within different areas at the Bank
Qualifications, skills and experience required
Commercial or academic degree or undergoing studies: financial services orientation is preferred but not required
Active, extrovert, social, positive, energetic character, capacity for taking initiative, ability to convert problems with clients into opportunities to sell and serve better to transform the client experience
Client services skills, social skills, some financial skills to understand the products and services, sales and team skills to work in a diverse, international team
Experience in client services and financial services a plus but not required
Language skills: Fluent English and language(s) of the main operating countries are required at native level: Spanish, Greek, French, Dutch, Italian, Finnish and German at present
Personality
We are looking for young, energetic, outgoing team players who are willing to learn and experience new exciting projects and ways of doing things on a daily basis. Client Services team members are Snug Bank's direct point of contact with clients and potential clients and must always approach their interaction with clients with a positive mentality, finding solutions to facilitate client needs in the best way possible. Underpinning all of this, all members of the Client Service team must be open and honest individuals of unquestionable integrity.",CLIENT SERVICES INTERN EN / YORUBA / IGBO / FR / ES,https://ng.indeed.com/viewjob?jk=71eaeffc2ed546d1&from=serp&vjs=3,Posted 30+ days ago
Lagos,An MEP Company,,,"An MEP Company with a diverse team offering building services is recruiting to fill the position below:
Job Position: Electrical &amp; Mechanical Engineer Intern (NYSC)
Job Location: Lagos
Employment Type: NYSC
Description
We need a serving Corps member in our company.

Requirement
Candidates should possess a Bachelor's Degree / HND in relevant fields.

Method of Application
Interested and qualified candidates should send their Applications to: hrservices@r28.ng using the Job position as the subject of the mail

.",Electrical &amp; Mechanical Engineer Intern (NYSC) Recruitment An MEP Company,https://ng.indeed.com/viewjob?jk=f0b207e5552b82e2&from=serp&vjs=3,Posted 8 days ago
Lagos,Trusted Edge Consult,,,"Trusted Edge Consult Limited - Our client, a top company in various sectors of the Nigerian economy, is recruiting to fill the position below:
Job Position: Sales Intern (SFS)
Job Location: Lagos
Employment Type: Internship
Qualifications
B.Sc / HND in any discipline
0 - 2 years of Work experience
Must have completed NYSC

Method of Application
Interested and qualified candidates should send their CV to: trusted@trustededge.ng using the Job position as the subject of the email

.",Sales Intern (SFS) Recruitment at Trusted Edge Consult,https://ng.indeed.com/viewjob?jk=ea8e785b080d908c&from=serp&vjs=3,Posted 13 days ago
Lagos,The Orchard,,,"OverviewThe Orchard has an immediate opening for an experienced Label Manager based in Lagos, Nigeria. As Label Manager, you will be the first point of contact for a bespoke roster of distributed labels and artists across a variety of genres. You will act as a constant and reliable source of advice and expertise for your clients, always striving to add maximum value to their numerous releases and campaigns. You must have a minimum of three years relevant experience at a distributor, label or management company.A passion for music and the industry are a must. Your professional and confident approach will enable you to build and maintain strong relationships with labels and artist management, as well as key external partners, agencies and suppliers. The Orchard is a fast-paced environment, you'll have plenty of support but will be expected to work independently, conscientiously and with an entrepreneurial spirit.The Orchard is a leading music distribution company operating in over 40 markets worldwide. With cutting edge operations and an unparalleled global team, The Orchard partners with labels of all sizes to make their music and video available across hundreds of digital and physical retailers around the world. At The Orchard, our focus is to provide a comfortable, social and engaging environment to encourage productivity and creativity.Responsibilities: Be the first point of contact and maintain day-to-day relationships for a varied portfolio of clients.Liaise with internal departments, from operations, product, sales and marketing to finance, legal and management to ensure all clients' business needs are satisfied.Oversee scheduling of releases, ensuring deadlines are met and all represented sales and marketing needs are managed.Proof digital metadata using Orchard technology systems to ensure all releases are delivered to required specifications and in a timely manner.Strategize and manage priority release campaign logistics from inception through to analysis, working with other internal departments, including retail marketing, digital marketing and advertising and any external partners including press, radio and marketing agencies.Supply Sales departments with all materials necessary for selling releases into retail with maximum impact.Consistently inform and educate labels with current and developing best practice across all business areas. Develop knowledge and relationships across the industry.Drive product adoption of The Orchard's tools and services across client baseSkills and Expertise: Minimum 3 years relevant experience in a music distributor, label or management environment.A strong understanding of digital distribution, metadata requirements and digital marketing.Established relationships with a variety of publicists, press and radio companies.Highly advanced organizational skills with the ability to multitask and prioritize to tight deadlines.Excellent communication skills, with the ability to speak effectively across all levels of business and the capacity to identify key relationships and develop them accordingly.A willingness to approach new areas of business, with a positive and considered attitude.Awareness of changes and developments in the industry, with particular emphasis on competitor activity.Strong industry network and relationships within the independent label space.Ability to create high level reports and interpret data in real time.Adaptability to evolving workload and flexibility in job scope. Team player.Must be proficient in Microsoft Word, Powerpoint and Excel.Fluent in English, additional languages desirable but not essential.Able to travel as required.Previous experience building and managing global campaigns is a plus.Who You Are: Patient and empathetic with all clients from label owners and artist managers to interns.Friendly, approachable and enthusiastic with an innate desire to understand the needs of clients.A brilliant all round communicator - on phone, email and in person.Someone with supreme attention to detail and follow-through skills.Resourceful and takes the initiative - an expert troubleshooter.Passionate about music and the music industry with drive and enthusiasm to excel.Privacy PolicyPlease click here to read our privacy policy before beginning the application process as you will need to agree to the terms of the policy before submitting your information.Job Type: Full-time","Senior Label Manager, West Africa",https://ng.indeed.com/job-description?cmp=The-Orchard&t=Senior+Label+Manager&jk=2c1514607ecb40a8&vjs=3,Posted 30+ days ago
Lagos,DriveMe Fleet Services,,,"Customer Retention Intern
DriveMe Fleet Services
Customer Service &amp; Support
DriveMe Fleet Services
Customer Service &amp; Support
Lagos |Internship &amp; Graduate
Shipping &amp; Logistics |
NGN Less than 75,000
1mo

Job Summary

The Customer Retention Intern will analyze customer feedback, negotiate with customers, implement retention strategies, and compile reports for sales managers.

Minimum Qualification: Degree
Experience Level: Volunteer, internship
Experience Length: 1 year
Job Description/Requirements

Responsibilities
Communicate with customers and sales representatives, and build positive relationships with customers and business associates.
Analyze customer behavior, and write and present customer behavior reports.
Gather information on customer complaints, and develop effective retention strategies based on customer feedback.
Negotiate with customers to renew contracts
Meet with the sales team to propose customer retention solutions.
Requirements:
Either an HND or BSc in any Business or Management course
Excellent use of Microsoft Office Tools
Excellent communication and interpersonal skills
Excellent Customer Service skills
Strong Conflict Resolution skills
Ability to remain calm and professional in stressful situations.
1 - 2 years of experience
Remuneration: NGN 50,000
Location: Lekki, Lagos",Customer Retention Intern,https://ng.indeed.com/viewjob?jk=bc22ca5e0b0859b8&from=serp&vjs=3,Posted 30+ days ago
Lagos,Gratitude Inc.,"#50,000 a month",3,"IFS Group, a Cleaning and Facility Management company, is currently recruiting suitable candidates to fill the position below:Job Title: Graduate Human Resources InternJob Location: Agbara, Ota-OgunEmployment Type: InternshipJob DescriptionGraduate in Human Resources or any Management related discipline is required to participate in a 6months Internship in a Facility Management Company.Requirements:Qualified candidates should possess a minimum of 1 year experience and be ready to work at multiple locations during internship.SalaryN50,000 Monthly.Application Closing Date7th May, 2022.How to ApplyInterested and qualified candidates should send their CVJob Type: Full-timeSalary: ₦50,000.00 per month",GRADUATE HUMAN RESOURCE INTERN,https://ng.indeed.com/job-description?cmp=Gratitude-Inc.&t=Graduate+Human+Resource+Intern&jk=e386694fecd7e6c8&vjs=3,Posted 13 days ago
Lagos,DiversiBoard,"#300,000 - #400,000 a month",10+,"Interested in a full-time, paid, remote 8-12 week internship? Please visit www.diversiboard.comStrong grades. Wide variety of academic subjects accepted - you may be a STEM student, a humanities student or a social science student. We focus on critical thinking skills. Openings in software engineering, computer science, engineering, UX/UI, finance, data science, research and marketingRecently graduated (graduated less than 5 years ago) or are going to be graduating shortlyDiversiBoard wants to hear from you. DiversiBoard works to place highly qualified individuals with companies looking for diverse talent at no cost to the candidates. Please visit www.diversiboard.com to apply.Work EnvironmentInterns will work remotely with teams located in the US (New York, Pittsburgh, San Francisco, Durham, Miami, Atlanta, or Austin), the UK (London or Cambridge), or Canada (Toronto, Waterloo, Vancouver, or Ottawa). Internships will take place over an 8 to 12 week period. Due to these being remote positions, selected candidates will need to maintain a highspeed internet connection for the duration of their internship.Hours may vary based on time differences with overseas teams. Please visit www.diversiboard.comJob Types: Full-time, Part-time, TemporaryContract length: 8 weeksPart-time hours: 40 per weekPay: ₦300,000.00 - ₦400,000.00 per monthCOVID-19 considerations:Positions are largely remote. If in person meetings are required, interns may be required to wear a mask",Intern,https://ng.indeed.com/viewjob?jk=4e07ae0fc8d6eb83&q=intern&l=lagos&from=web&advn=6208489150141368&adid=386239616&ad=-6NYlbfkN0BqahI-svxVI1aazBqZRvUKo2ED3MM6MmZeHgdEZ4fCoeVmc-oTkNrNI_zh85kuvdorpUxbBHerkkDiqyYseBYeTbkFe_uGqo4FyiiJKWcOC5W1uQ_h9FsKMjnTBYeYK_I09AOrmq-jEL9_QnX8pz7gmOf7LqK2gzK02O6LJwMBMcI3ZsSUFpf_Y9R3KBeiqwPtaWxcQxN_CdV6CpdA4zAtZ64t_3BLGLBgb5zxEM9rinkM9jZdiyVtWggZBHv1VsdUv95dfiDu3Y-I9bgyHFbpUH0E4dk8UfhaOHVWuhHYIBOxalgO8tEVS4GPZvff3TnDLu0XcDuOoMsgKbejR0o-PjqYByUNK3sdtktWhmLd-HzhN2kS2D4m&pub=4a1b367933fd867b19b072952f68dceb&vjs=3,Posted 30+ days ago
Lagos,Havana Specialist Hospital,,,"Havana Specialist Hospital is a multidisciplinary centre for the practice of medicine at the highest professional level with the vision of safely delivering premier and innovative healthcare services while adhering to exemplary standards of quality care and clinical excellence.
We are recruiting to fill the position below:

Job Position: Graduate Nurse Intern
Job Location: Surulere, Lagos
Employment Type: Internship
Job Description
We are currently admitting Graduate Nurses Intern that will be exposed to the fundamentals of nursing practice and equipped to take on the challenge of improving the nursing care practice.

Requirements
A Bachelor's Degree in Nursing, or its equivalent
Excellent communication and interpersonal skills
.

Method of Application
Interested and qualified candidates should send their Application / CV to: jobs@havanaspecialisthospital.com using ""Graduate Nurses Internship"" as the subject of the mail.",Graduate Nurse Intern Recruitment at Havana Specialist Hospital,https://ng.indeed.com/viewjob?jk=710d600c4658176c&from=serp&vjs=3,Posted 5 days ago
Lagos,Codva Creatives,,,"Creative Writer
Codva Creatives
Creative &amp; Design
Codva Creatives
Creative &amp; Design
Lagos |Internship &amp; Graduate
Advertising, Media &amp; Communications |
NGN Less than 75,000
2mos

Job Summary

We are looking to hire great talents as an intern to join our creative writing team. Individuals who will share our passion for technology, education, and equality. The creative writing intern will closely collaborate with Instructional Design Specialists to produce high impact, results-focused learning solutions. Utilizing solid instructional design methodology through all phases of each project (including analysis, design, development, implementation and evaluation), the Instructional Design will focus on innovation, adaptability, and efficiency to create and/or update measurably effective deliverables.

Minimum Qualification: OND
Experience Level: Volunteer, internship
Experience Length: 1 year
Job Description/Requirements

What you will learn:
xn methodologies and E-Learning tools and technologies to contribute to the delivery of content and to ensure learning objectives are met
What we are looking for:
Bachelor’s degree, HND, OND in any discipline
Experience with Microsoft Office Suite (Ms Word, PPTx), Google for Work Suite
Experience is fictional writing (either professionally or as a hobby)
Interest in educational technologies, innovative business models, and digitization of education
Outstanding interpersonal and communication skills
Excellent writing and editing skills.
Excellent speaking, facilitation and presentation skills.
Proven ability to set priorities and manage expectations, time management
Positive team player with comfort with ambiguity and proactive approach to problem-solving
Outgoing and enthusiastic personality with a strong will to learn and take up new challenges
Detail-oriented
Good knowledge of managing social media accounts
Capable of identifying and completing tasks independently, with a sense of urgency and ownership
Demonstrated success at maintaining high personal work standards
Demonstrated ability to handle sensitive information with discretion and tact
Ability to produce and progress an agenda autonomously, without frequent direction or check-ins
What we would train you to do:
Collaborate with appropriate stakeholders and subject matter experts to identify and understand desired business results for a successful learning solution.
Work with Instructional Design Specialists to design and manage scope, schedules, milestones and resources for assigned learning projects.
Familiarity with modified Agile methodology.
Highly self-directed individual with effective consultation and communication skills, and strong presentation skills.
Ability to transform concepts into appropriate storyboards, frameworks, outlines, sequences, activities and high-quality products.
Ability to create simple, compelling and visually pleasing content.
Creative use of interactive learning concepts.
Planned use of metrics and evaluation models for continual improvement.
Adiotonal Information:
Offers extensive learning opportunities
You will work on real projects and not menial task
You will have Professional Development opportunities
When the internship is complete, depending on your performance, you would be offered a full employment role.
Salary: NGN40000 - NGN60000",Creative Writer,https://ng.indeed.com/viewjob?jk=8c91265dba54cae7&from=serp&vjs=3,Posted 30+ days ago
Lagos,Asset &amp; Resource Management Company (ARM),,,"Asset &amp; Resource Management Holding Company - Established in 1994 as an asset management firm, ARM offers wealth creation opportunities through a unique blend of traditional asset management and alternative investment services. We enable businesses to thrive, and help our clients to maximize their returns and realise their most important goals.
We are recruiting to fill the position below:
Job Position: Legal Intern
Job Location: Lagos
Employment Type: Contract
Category: Legal Services
Start Date: May 1, 2022 - April 30, 2023.
Description
Providing legal support to ARM business units in connection with a diverse range of corporate and commercial transactions including project finance, corporate finance, real estate, mergers &amp; acquisitions, private equity transactions etc
.

Duties and Responsibilities
Company Secretarial Services: Support the effective delivery of company secretarial services including (but not limited to) the planning and organizing of Board meetings, Annual General Meetings, and communication of resolutions and outcomes
Provide Legal Advisory: Provide legal advisory to internal stakeholders on contracts, financial regulations, and internal policies, as well as on regulatory, institutional, and financial issues arising from the interpretation and application of regulatory requirements/provisions.
Legal Drafting: Responsible for preparing and reviewing legal documentation for a wide range of the organization’s activities; negotiating relevant drafts or master agreements, reviewing individual transaction documents; proposes and designs appropriate amendments to internal policies and standard documentations / contracts.
Capital Market Transactions: Support and advise the organization in the negotiation and drafting of documentation to effect capital raising activities in the international capital and money markets
Statutory Filings: Oversee compliance in respect of statutory filings e.g. filing of annual returns, quarterly returns to SEC and renewal of registration with SEC
Due Diligence: Ensure extensive due-diligence, and legal vetting is conducted on legal documents.
Stakeholder Management: Proactively seek to build mutually beneficial, and trusting relationships with both internal stakeholders (subsidiaries and shared service functions), and external stakeholders (i.e. regulators), with the aim of delivering operational impact.

Education
LL.B Degree from an accredited university.
B.L Degree from the Nigeria Law School.
Candidate must be a NYSC Corper.
Must have completed the mandatory 3 weeks orientation camp exercise and
Must be available to resume May 1 2022 - April 30 2023.",Graduate Legal Intern Recruitment at Asset &amp; Resource Management Company (ARM),https://ng.indeed.com/viewjob?jk=37c7f8597dcbcc45&from=serp&vjs=3,Posted 2 days ago
Lagos,Invent Alliance Limited,,,"Invent Alliance Limited is a company specialized on creation of multi-sector and multi-discipline business platform with specialist partnerships for value co-creation in each of the different business segments through modern co-petition business principles.
We are recruiting to fill the position below:
Job Position: Inventory Officer (Intern)
Job Location: Lagos
Employment Type: Internship
Job Description
We are seeking NYSC / IT candidates for an internship programme.

Requirements
Candidate must possess a B.Sc / BA / HND
Must reside around Lekki-Ajah axis.

Method of Application
Interested and qualified candidates should forward their CV to:",Inventory Officer (Intern) Recruitment at Invent Alliance Limited,https://ng.indeed.com/viewjob?jk=b9e7d784bcfd2708&from=serp&vjs=3,Posted 5 days ago
Lagos,Froshtech Automotive,,,"Froshtech Automotive is a technology-enabled automobile workshop with enhanced capacity to cater for after-sale maintenance and repair needs of modern vehicles in Nigeria.
We are recruiting to fill the position below:

Job Position: Intern
Job Location: Lekki, Lagos
Employment Type: Internship
Job Description
Set up, break down, organize, and maintain conference rooms, training rooms, and meeting rooms; update company calendars
Attend company functions and networking events
Shadow multiple office positions and train in a variety of tasks
Update and post supervised social media and website content; respond to web correspondence, social media posts, and emails
.

Job Requirements
High School Degree or equivalent; must be enrolled in an accredited University / College program to receive credit
Have a cumulative GPA of 2.5 or above.
Willing to intern for not less than 6 months
Must have a I.T letter from university
Proficient computer skills, including Microsoft Office Suite (Word, PowerPoint, and Excel)
Must be below 25 years of age
Excellent written and verbal communication skills
Self-directed and able to work without supervision
Energetic and eager to tackle new projects and ideas
Content Creation and Video Editing Skills is an added advantage
Preference would be given to applicants on the island.

Method of Application
Interested and qualified candidates should send their CV to: info@froshtechautomotive.com using the Job position as the subject of the mail.
Note: For Enquiries, Call: 09029780574.",Interns Recruitment at Froshtech Automotive,https://ng.indeed.com/viewjob?jk=80a6e248724328ea&from=serp&vjs=3,Posted 20 days ago
Lagos,Workforce,,,"Workforce
Workforce
it support assistant intern
Workforce
Lagos
Lagos
experience
4 years
IT

permanent
full time
salary
not specified
published
more than 60 days ago
EatnGo brings great taste to Africa. A restaurant group dedicated to bringing the best F&amp;B brands and concepts to Africa, EatnGo feeds your needs.

It has entered the market as the exclusive master franchisee for two great international franchises: Domino’s Pizza, a $6 billion fast food giant and Cold Stone Creamery, a $1.5 billion rising star.

Job Summary

As a Support Specialist, you will be responsible for maintaining user uptime and improving computing experiences. You will also be responsible for providing exceptional customer service to both internal and external customers.

You will be receiving mails/calls indicating a user support request, and you will identify and resolve issues.

The requests may involve working with other resources and vendors to deliver effective support services. You will then provide ongoing technical support and follow up with clients Stores and Head office.

Primary Relationships

The position reports to the IT Support Executive and serves as a member of the I.T department.

Principal Accountability

Identifying, troubleshooting, resolving, and documenting user system issues

Maintaining customer satisfaction in every step of the service delivery

Installing, supporting, configuring, evaluating, maintaining, monitoring, and analyzing systems and software in your assigned sight

Utilizing remote monitoring and management software to resolve client requests

Documenting, reviewing, and improving existing or new procedures and workflows

Responding to client support request tickets, calls, and emails:

Updating service work notes

Prioritizing work to resolve complex support client issues

Establishing a high level of personal credibility and building strong relationships

Providing updates, status, and completion information to IT Manager

Knowledge and Skills

Knowledge:

The incumbent must have proficient knowledge in the following areas:

Computer hardware and software systems and programs

Computer networks, network administration and network installation

Computer troubleshooting

Computer viruses and security

E-mail and internet programs

Skills:

The incumbent must demonstrate the following skills:

Ability to install and administer computer hardware, software and networks

Team building skills

Analytical and problem solving skills

Effective verbal, presentation and listening communications skills

Effective written communications skills

Computer skills including the ability to operate computerized accounting, spreadsheet, word-processing, graphics",IT Support Assistant Intern,https://ng.indeed.com/viewjob?jk=62f0755b7bc5cc9a&from=serp&vjs=3,Posted 30+ days ago
Lagos,Baobab Micro Finance Bank,,,"Baobab Microfinance Bank is the leading digital financial inclusion group focusing on serving individuals, micro and small businesses in Africa and China. Our mission is to unleash the potential of our clients offering them simple and easy to use financial services.Founded in 2005 as Microcred, today Baobab has over a million customers and 3,800 employees operating in Burkina Faso, China, Democratic Republic of Congo, Ivory Coast, Madagascar, Mali, Nigeria, Senegal, Tunisia and Zimbabwe

.
We are recruiting to fill the position below:

Job Position: Digital IT Intern
Job Location: Lagos
Employment Type: Internship
Reporting to: Assistant Head Digital Strategy &amp; Group Head of Innovation and Digital Products (Functional during implementation phase)
Functional links with: Group Lending Product Managers and Business Development Managers
Job Purpose
The main role of the interns is to sell the Digital Channels to customers that walk into the branches.

Rôles &amp; Responsibilities
Assisting customers to download My Baobab app and use it for transactions
Assist customers in the request for Baobab Verve Cards &amp; USSD
Liaise with the CSO to ensure that the customer is aware of their NUBAN and its uses
Encourage customers to make repayments via the NIBSS Inflow Channels
Market and drive adoption of future Digital Channel solutions
Be responsible for reporting on specified digital channels used by Baobab customers
Be responsible for updating workflows and plans for the internal digital transformation process.
Any other tasks assigned by the supervisor

Profile
Possess a Bachelor's Degree in relevant fields.
Ability to listen, adapt, persuade and transform
Ability to make new and useful ideas work;
Ability to extract, interpret, analyse data and resolve problems;
Ability to produce deliverables conforming to the required standard;
Ability to support a team and team-building skills;

Method of Application
Interested and qualified candidates should send their Resume to: fmaidugu@baobabgroup.com and copy to: hrnigeria@baobabgroup.com using the Job position as the subject of the mail.",Digital IT Intern Recruitment at Baobab Micro Finance Bank,https://ng.indeed.com/viewjob?jk=1709d9656e51ace6&from=serp&vjs=3,Posted 16 days ago
Lagos,Chocolate City Music,,,"Creative Intern
Chocolate City Music
Marketing &amp; Communications
Chocolate City Music
Marketing &amp; Communications
Lagos |Full Time
Advertising, Media &amp; Communications |
NGN Confidential
1mo

Job Summary

The 6 weeks Internship will train young women, and groom them to be leaders in the creative space.

Minimum Qualification: Degree
Experience Level: Graduate trainee
Experience Length: No Experience/Less than 1 year
Job Description/Requirements

Successful candidates will stand a chance to intern at Chocolate City Music for 6 weeks in the following departments
Digital Sales
Digital Marketing
Social Media
Content
Requirements:
Proficiency in soft skills
Completion of the Jobberman soft skills training is an advantage. If you have not registered or completed the soft skills training, join the next class.
Other Requirements/Additional Information
Ensure you attach an updated cover letter to your application
Share an updated CV
This position is open to Females between the ages of 17 - 25 years
Less than 1 year of experience in a similar field.
Location: Lagos",Creative Intern,https://ng.indeed.com/viewjob?jk=960897befb616d08&from=serp&vjs=3,Posted 30+ days ago
Lagos,Turnkey Africa,,,"Software Entry Business Analyst (NYSC Intern) at TurnQuest Business Solutions
WHO WE ARE

Turnkey Africa Limited is a leading Pan African organization with an all-tier client base across seven countries. With 22 years of experience in providing software solutions to the insurance business, we consider ourselves a strategic partner to the industry, providing thought leadership, advisory services, personalized customer relations, and customized products to all our clients. Our consultative approach and belief in deep interactions make us be within reach of our clients, improving our response time and ultimately delivering unique niche products that deliver business strategies and opening horizons for future growth.
THE OPPORTUNITY

Our Nigerian Office (TurnQuest Business Solutions) currently needs smart NYSC members for our Business Analysts Internship Program.

Our Business Analyst NYSC Internship Program is a talent development program where we induct qualified Corps member into our pool of Business Analysts. High performing candidates stand a chance to be gainfully employed with us at the end of the scheme or recommended for employment with any of our clients using our Insurance ERP solution.

If you are hungry to solve uncharted problems, a good listener with the ability to process and deduce facts, then we have a place for you! Join our team on this remarkable journey as you serve your mother land.
ABOUT YOU

You are a self-learner who is able to work in a high pressure environment. You thrive on the success of delivering high-quality software products. You are innovative, creative, a problem solver, and can think out of the box when it comes to designing and developing solutions. You have a thirst for continuous improvement in everything you do. You believe that the work you do every single day will make people’s lives, work, and play better.
ROLES SUMMARY AND RESPONSIBILITIES

Works with the delivery consultants to manage the requirements throughout their lifecycle and provide the first-time resolution by troubleshooting, diagnosing, or escalating faults to the support leads and product team. Assists in the configuration of the application and in executing test scripts

Delivery Role Responsibilities

Requirements Management: -Uses the most appropriate methods and tools to test, manage and maintain system requirements.
Quality Assurance: - Executes test scripts under supervision. Understands the role of testing and how it works in systems development.
Delivery Products Tools and Documentation: Contributes to the implementation of proposed solutions. Assists with documentation of issues requirements, training manuals, issues resolution templates &amp; test scenarios
Delivery Issues Management - Understands and is aware of incident management and service support so that products are built effectively. Log issues and risks associated with work

Support Role Responsibilities

Incident Management: - Assist in first line diagnosis of incident/service request details
Incident Management: Assist in resolving incidents/service requests when first contacted whenever possible &amp; Escalating incidents/service requests that they cannot resolve within agreed timescales
Incident Management: Assist in keeping users informed of progress &amp; solution provided
Incident Management: Assist in closing all resolved incidents, requests, and other calls
Quality Assurance: - Executes test scripts under supervision. Understands the role of testing and how it works in systems development.

Knowledge

Broad, generalist knowledge of core elements or concepts within their role
Focus on learning existing tools, resources, and processes at Turnkey Africa

 Delivery

Develops productivity skills by learning and refining working style and time management
Capable of taking well-defined sub-tasks and completing them

Leadership &amp; Communication

Effective in communicating progress to the team
Asks for and accepts feedback graciously; eager to find ways to improve

Behavioral Competencies

Teamwork &amp; Communication-Values team success over individual success
Curiosity &amp; Passion -Continuously improve (self and team)
Professionalism &amp; Passion -Holds yourself and others accountable
Customer Focus- Thinks about the business impact

 Skills and Qualifications:

A degree-level qualification in information technology, computer science, or similar are highly regarded in this field
Have certification in information technology or software Business analysis
Knowledge of Insurance and/or accounting will be an added advantage
Understanding of software development methodologies
Understanding of business process modelling
Demonstrated ability to define requirements, design, configure, and test software products
Experience with TurnQuest Insurance Suite will be an added advantage


How to Apply:
Apply online at TBS Entry Business Analyst NYSC - Internship Program (bamboohr.com)

To be considered your application must be received on or before 16th March 2022.",TBS Entry Business Analyst NYSC - Internship Program,https://ng.indeed.com/viewjob?jk=180165998cb47c7c&from=serp&vjs=3,Posted 30+ days ago
Lagos,AIM Consultants Limited,,,"AIM Consultants Limited is a privately owned Nigerian company established in Lagos, Nigeria in 1979, and has since grown to become one of the leading integrated Consultancies in the Country. AIM is registered with the Corporate Affairs Commission with Certificate of Incorporation R.C. 30821 and is Certified ISO 9001: 2015. AIM exports Consultancy services to Sub-Sahara Africa and has a work force of over 220 colleagues around Nigeria and at project sites.
AIM is registered with all the regulatory bodies namely: The Council for Regulation of Engineering in Nigeria (COREN), The Town Planners Registration Council of Nigeria (TOPREC), The Quantity Surveyors Registration Board of Nigeria (QSRBN) and The Architects Registration Council of Nigeria (ARCON)

.
We are recruiting to fill the position below:

Job Position: Human Resources Intern
Job Location: Lagos
Responsibilities
Updating company databases by inputting new employee contact information and employment details.
Screening potential employees' resumes and application forms to identify suitable candidates to fill company job vacancies.
Organizing interviews with shortlisted candidates.
Posting job advertisements to job boards and social media platforms.
Assisting the HR staff in gathering market salary information.
Preparing and sending offer and rejection letters or emails to candidates.
Coordinating new hire orientations.
Responding to staff inquiries regarding HR policies, employee benefits, and other HR-related matters.

Requirements
Bachelor's Degree in Human Resource Management or studying toward a Degree in Human Resource Management or related field.
Proven experience working in an office environment.
Proficiency in all Microsoft Office applications.
The ability to work as part of a team.
Strong analytical and problem-solving skills.
Excellent administrative and organizational skills.
Effective communication skills.
Detail-oriented.

Method of Application
Interested and qualified candidates should send their CV to: jobs@aim-consultants.com using the Job position as the subject of the mail.",Human Resources Intern Recruitment at AIM Consultants Limited,https://ng.indeed.com/viewjob?jk=8b8470e44b28b02f&from=serp&vjs=3,Posted 6 days ago
Lagos,vitalvida,,,"Responsible for monitoring all inventory transactions on Google sheets.
Ensure the completeness and accuracy of the inventory on Friday
.

Key Duties and Responsibilities
Organise and coordinate weekly physical inventory counts and highlight variances to the Team Lead,
Coordinate with Production and Logistics Partners to reconcile inventory records.
Perform any other duties as may be assigned by the Team Lead, Management Accounting

Requirements
Studying Accounting or a related discipline. (Great for Undergraduates or SIWES)
Excellent and incorruptible character
Top-notch work ethics.
Must be comfortable working under pressure.

Skills and Competencies:
Good understanding of inventory control systems with a working knowledge of Google sheet
Good communication and interpersonal skills.
Good organisational skills and attention to detail
Good data gathering, analysis and problem-solving skills
High ethical standards and integrity.
Proficiency in the use of MS Office tools.

Benefits
Paid Time Off
Training &amp; Development.

Remuneration
N50,000 Monthly.",Inventory Accounting Intern Recruitment at vitalvida,https://ng.indeed.com/viewjob?jk=4fef82f946a78d07&from=serp&vjs=3,Posted 2 days ago
Lagos,Main One,,,"JOB DETAILS

Job Title: Technical Support Intern
Department: Commercial
Location: Lagos
Job Type: Contract
Minimum years of Experience: 1
Responsibilities
The Technical Support Intern will be responsible for the following functions:

Configure, test and provision customers on CRM platform.
Coordinate 3rd party installation and support activities.
Assign new requests/opportunities captured from MainOne website.
Run weekly reports on incidents – opportunities and complaints.
Network management and monitoring.
Perform 1st level fault troubleshooting tasks.
Liaise with OEM to resolve technical related issues.
Liaise with vendor(s) for customer installations.
Escalate unresolved issues to the appropriate teams.
Critically analyze customer complaints and issues with a bid to providing lasting solution.
Continually drive customer satisfaction through speedy resolution of complaints.
Qualifications, Skills &amp; Competencies
BSc/HND in a relevant study.
Excellent communication skills.
Multitasking skills.
CCNA will be an advantage.
Previous experience in a similar position is an added advantage.

Demands of the Job
Required to communicate constantly with customers to understand requests, complaints and follow up until issues are resolved.
May be required to stay after office hours.
Job requires a lot of patience, and exemplary communication skills.",Technical Support Intern,https://ng.indeed.com/viewjob?jk=f2468eab5e001711&from=serp&vjs=3,Posted 30+ days ago
