Name,Address,business,phone number,website redirect url,category,location
Ryser,"15 McCammon St,Paris,ON,N3L 1V8",Computer Consultants,519-774-8324,,Informatique,Paris ON
Computers Maintenance And Service,"F-174 Stanley St,Brantford,ON,N3S 7S3",Computer Repair & Cleaning,519-757-1534,/gourl/91542dcd1e8598dd688d4ee700ba558bb8d592ea?redirect=http%3A%2F%2Fwww.cms-canada.com%2F,Informatique,Paris ON
RJM Computers,"1654 Fourth Line Rd,Ohsweken,ON,N0A 1M0",Computer Stores,519-900-1853,/gourl/073ddaf0c2422b6d7b008de7ca713903845ba1d9?redirect=http%3A%2F%2Frjmcomputers.ca%2F,Informatique,Paris ON
Nerds On Site,,"Computer Repair & Cleaning,Computer Consultants",1-877-696-3737,/gourl/16ad5e7b6ee6f3bdf1449b5701cf98ae857a4219?redirect=http%3A%2F%2Fwww.nerdsonsite.ca%2F,Informatique,Paris ON
G-tek Computers,"Brantford,ON",Computer Repair & Cleaning,519-761-1171,/gourl/fa8ce5ff1eb024e70ac87bc1005eacbb61522e14?redirect=http%3A%2F%2Fwww.gtekcomputers.ca%2F,Informatique,Paris ON
Gray Matter IT,"32 Zatonski Ave,Brantford,ON,N3V 1G1",Computer Networking,"519-750-4129,1-888-750-4129",/gourl/1ad559f930aa121cb44e7893928376ecb309d9e1?redirect=http%3A%2F%2Fwww.graymatterit.ca%2F,Informatique,Paris ON
Computer Repair & Clearance Centre,"264 King George Rd,Brantford,ON,N3R 5L5","Computer Stores,Computer Repair & Cleaning",519-759-2040,/gourl/1a3231eccf76764e9e5f14570cc3789d76aab321?redirect=http%3A%2F%2Fwww.brantfordcomputerRepairCentre.com%2F,Informatique,Paris ON
Datafyi Inc,"52 Consol Rd,Brantford,ON,N3R 7Z2",Computer Consultants,519-751-0228,,Informatique,Paris ON
Datafyi Inc,"52 Consol Rd,Brantford,ON,N3R 7Z2",Computer Consultants,416-607-6881,,Informatique,Paris ON
IBC Computers Brantford,"196 King George Rd,Brantford,ON,N3R 5L3","Computer Stores,Computer Repair & Cleaning",519-753-2861,/gourl/21fb52776a0cd336d20d3fa2cdd659c6e6a557ea?redirect=http%3A%2F%2Fwww.ibcbrantford.com%2F,Informatique,Paris ON
Brantford IT Solutions,"185 King George Rd,Brantford,ON,N3R 7R9",Computer Networking,519-771-0122,/gourl/0a9de247f64c16fef18fee3bf3d0529f2552d8a1?redirect=http%3A%2F%2Fbrantfordit.com%2F,Informatique,Paris ON
Brant County Computers,"222 Memorial Dr,Brantford,ON,N3R 5T1",Computer Stores,519-802-6047,/gourl/80f3bca56b15bb46b080a4421ee9bf858f5b4895?redirect=http%3A%2F%2Fbrant.ca%2F,Informatique,Paris ON
Champar Consulting Inc,"113 Evelyn St,Brantford,ON,N3R 3H4",Computer Consultants,905-581-3522,/gourl/76561b4145350c21ef9bda808aba5d72a29cf3b6?redirect=http%3A%2F%2Fchampar.ca%2F,Informatique,Paris ON
Mp Computers,"54 Oriole Pky,Brantford,ON,N3R 6S9","Computer Repair & Cleaning,Computer Networking",519-752-6828,/gourl/80abdb8af25bafa5d16e18893104c11864da9c5d?redirect=http%3A%2F%2Fmpcomputers.ca%2F,Informatique,Paris ON
Fastrabbit,"36 D'Aubigny Rd,Brantford,ON,N3T 6J2",Computer Repair & Cleaning,519-754-0061,,Informatique,Paris ON
Fenton Computer Services,"16 Carene Crt,Brantford,ON,N3R 3C6",Computer Repair & Cleaning,519-758-7679,/gourl/ec7fa2fb82680900a9ccf5d9fac7c87aab48c986?redirect=http%3A%2F%2Fwww.berniefenton.ca%2F,Informatique,Paris ON
S E T Installations Inc,"2 Albert Judge Drive,Burford,ON,N3T 2M1","Computer Networking,Security Control Systems & Equipment",519-449-2012,/gourl/68467eb444331937e2e5b2578957fadaa7dfa5c1?redirect=http%3A%2F%2Fwww.setinc.ca%2F,Informatique,Paris ON
Streamline Information Systems Limited,"200 Grand River Ave,Brantford,ON,N3T 4X9",Computer Consultants,519-753-3020,,Informatique,Paris ON
Brant Laser Products & Service,"175 Ashgrove Ave Off,Brantford,ON,N3R 7C6",Computer Repair & Cleaning,519-752-7866,,Informatique,Paris ON
Ppm 2000=Twozerozerozeroinc,"201 Mitchell St,Ayr,ON,N0B 1E0",Computer Accessories & Supplies,519-632-7252,,Informatique,Paris ON
Big Bang Computers,"134 Charing Cross St,Brantford,ON,N3R 2J1",Computer Stores,519-751-3336,/gourl/7304ff75148b6527a48ea32c119a8c3a1f3d2d8f?redirect=http%3A%2F%2Fwww.bigbangcomputers.ca%2F,Informatique,Paris ON
Shaner's Electronics,"77 Pearl St,Brantford,ON,N3T 3N8",Computer Stores,519-720-1685,/gourl/c62a708b36742a1b39cc08f414c65957ff5c36a2?redirect=http%3A%2F%2Fshanerselectronics.webs.com%2F,Informatique,Paris ON
Chip Monk,"47 High St,Saint George,ON,N0E 1N0",Computer Repair & Cleaning,519-512-2022,,Informatique,Paris ON
Ken's Computers,"81 Farringford Drive,Brantford,ON,N3R 6K6","Computer Stores,Computer Repair & Cleaning",519-771-4536,/gourl/a74de852b2496c3796e6f3edbf81b17e4200c814?redirect=https%3A%2F%2Fwww.kenscomputers.ca%2F,Informatique,Paris ON
Your Computer Guy,"Brantford,ON,N3R 5X8",Computer Repair & Cleaning,519-865-0424,/gourl/2ee3cc9a7afdbbb130162909d669fb89efd319c9?redirect=http%3A%2F%2Fwww.yourcomputerguyjim.ca%2F,Informatique,Paris ON
Lastella Networks,"208 Market St,Brantford,ON,N3T 3A8",Computer Repair & Cleaning,519-756-2391,,Informatique,Paris ON
Teloip Inc,"410 Fairview Dr,Brantford,ON,N3R 2X8",Computer Networking,519-751-9429,/gourl/512b585f8129d039d71ef7e2a63ecfcc74944150?redirect=http%3A%2F%2Fwww.teloip.com%2F,Informatique,Paris ON
Jebbo Enterprises,"1-441 1/2 West St,Brantford,ON,N3R 3V9",Computer Repair & Cleaning,519-756-5901,,Informatique,Paris ON
Jebbo's Computer Warehouse,"1-441 1/2 West St,Brantford,ON,N3R 3V9",Computer Repair & Cleaning,519-756-5901,/gourl/2949a4b99222bb5952fdf9662290dd49cfd3bd1e?redirect=http%3A%2F%2Fwww.jebbo.com%2F,Informatique,Paris ON
Millards Chartered Professional Accountants,"96 Nelson St,Brantford,ON,N3T 2N1","Computer Consultants,Tax Consultants",519-759-3511,/gourl/13335bea13bc98cffe013c91508225f081d89cb5?redirect=http%3A%2F%2Fwww.millards.com%2F,Informatique,Paris ON
Waterford Computers,"BRANTFORD,ON",Computer Consultants,519-900-4025,,Informatique,Paris ON
Your Computer Guy,"Brantford,ON","Computer Stores,Computer Repair & Cleaning",519-865-0424,,Informatique,Paris ON
Personal Computer Terminal,"128 Nelson St,Brantford,ON,N3S 4B6",Computer Repair & Cleaning,519-752-1544,/gourl/82cae067add9e936e9207431c176c7899e014336?redirect=http%3A%2F%2Fwww.pctbrantford.ca%2F,Informatique,Paris ON
Avaropoint,"112 Branlyn Cres,Brantford,ON,N3P 1Z9","Computer Repair & Cleaning,Computer Consultants",519-761-7076,,Informatique,Paris ON
Ameresco Canada Inc,"231 Grand River St N,Paris,ON,N3L 2N6",Energy Management & Consultants,519-442-6071,/gourl/67c77911a8e39dca901938758debbccad8ae7b4e?redirect=http%3A%2F%2Fameresco.com%2F,Energie,Paris ON
Ameresco Canada Inc,"107 Silver St,Paris,ON,N3L 1V2",Energy Management & Consultants,519-442-2832,/gourl/67c77911a8e39dca901938758debbccad8ae7b4e?redirect=http%3A%2F%2Fameresco.com%2F,Energie,Paris ON
Ameresco Canada Inc,"179 Grandville Cir,Paris,ON,N3L 0A9",Energy Management & Consultants,519-442-4328,/gourl/67c77911a8e39dca901938758debbccad8ae7b4e?redirect=http%3A%2F%2Fameresco.com%2F,Energie,Paris ON
Ameresco,"41 Ellenson Dr,Brantford,ON,N3R 3E7",Energy Management & Consultants,519-752-2441,/gourl/67c77911a8e39dca901938758debbccad8ae7b4e?redirect=http%3A%2F%2Fameresco.com%2F,Energie,Paris ON
Ameresco,"60 Ashgrove Ave,Brantford,ON,N3R 6E5","Energy Management & Consultants,Employee Assistance Services",519-752-8860,/gourl/67c77911a8e39dca901938758debbccad8ae7b4e?redirect=http%3A%2F%2Fameresco.com%2F,Energie,Paris ON
Ameresco,"280 North Park St,Brantford,ON,N3R 4L1",Energy Management & Consultants,519-752-1280,/gourl/67c77911a8e39dca901938758debbccad8ae7b4e?redirect=http%3A%2F%2Fameresco.com%2F,Energie,Paris ON
Ameresco,"120 Brant Ave,Brantford,ON,N3T 3H3",Energy Management & Consultants,519-770-4802,,Energie,Paris ON
Greener Minds Inc,"111 Sherwood Dr,Brantford,ON,N3T 6J9",Energy Conservation & Renewable Products & Services,"519-752-9577,1-888-442-9577",/gourl/c18bde2521d02e38519006d928325f499104b8ad?redirect=http%3A%2F%2Fenerguycanada.com%2F,Energie,Paris ON
Ameresco Canada Inc,"3 College,St George Brant,ON,N0E 1N0","Energy Management & Consultants,Consulting Engineers",519-448-4568,,Energie,Paris ON
Solarize Energy L.P.,"11-45 Dalkeith Dr,Brantford,ON,N3P 1M1",Energy Conservation & Renewable Products & Services,519-209-6275,,Energie,Paris ON
Ameresco,"627 Colborne St E,Brantford,ON,N3S 3M8",Energy Management & Consultants,519-770-0390,/gourl/67c77911a8e39dca901938758debbccad8ae7b4e?redirect=http%3A%2F%2Fameresco.com%2F,Energie,Paris ON
Ameresco,"97 Tenth Ave,Brantford,ON,N3S 1G5",Energy Management & Consultants,519-752-0797,/gourl/67c77911a8e39dca901938758debbccad8ae7b4e?redirect=http%3A%2F%2Fameresco.com%2F,Energie,Paris ON
Sungrid Solutions,"204-135 George St N,Cambridge,ON,N1S 5C3",Energy Conservation & Renewable Products & Services,1-888-407-4743,,Energie,Paris ON
LMA Solar Technologies Inc,"115 Dundas St,Cambridge,ON,N1R 5N6",Energy Conservation & Renewable Products & Services,226-978-2071,,Energie,Paris ON
Custom Steam Solutions,"18 Jarvis St Main,Cambridge,ON,N1R 1G8",Energy Management & Consultants,519-267-2824,,Energie,Paris ON
Veriform Inc,"20 Lindsay Rd,Cambridge,ON,N1R 7K6",Energy Conservation & Renewable Products & Services,519-653-6000,/gourl/71bebe84fdc82cf6d54f5426d986bd1de0fea595?redirect=https%3A%2F%2Fveriform.ca%2F,Energie,Paris ON
Renewability Energy Inc,"500 Trillium Dr,Kit,ON,N2R 1E5",Energy Conservation & Renewable Products & Services,519-885-0283,/gourl/31a57d84f2c378164a0f3a85e56a6c7b6edb5f88?redirect=http%3A%2F%2Frenewability.com%2F,Energie,Paris ON
2 Go Energy,"B 120 Turnbull Crt,Cambridge,ON,N1T 1H9",Energy Management & Consultants,519-267-6246,,Energie,Paris ON
Just Energy,"260 Holiday Inn Dr,Cambridge,ON,N3C 4E8",Energy Management & Consultants,519-651-1325,/gourl/efbad0b9c603e08f034678688b36f66eac55d546?redirect=http%3A%2F%2Fwww.justenergy.com%2F,Energie,Paris ON
Magnacoaster n/a,"23-500 Fairway Rd S,Kitchener,ON,N2C 1X3",Energy Conservation & Renewable Products & Services,519-896-3354,,Energie,Paris ON
RSM Renewable Energy Solutions,"7531 Towline Rd,Ohsweken,ON,N0A 1M0",Energy Management & Consultants,226-920-9200,,Energie,Paris ON
360 Energy Inc,"1480 Sandhill Dr,Ancaster,ON,L9G 4V5",Energy Management & Consultants,905-304-6001,/gourl/7253782fff748ad61a864af3b9789798124d981b?redirect=http%3A%2F%2Fwww.bba.ca%2F,Energie,Paris ON
REEP Green Solutions,"20 Mill St,Kitchener,ON,N2G 2Y3",Energy Conservation & Renewable Products & Services,519-744-9799,/gourl/0e8757d0a6a1d7a1e839728b210be9538909cfc1?redirect=http%3A%2F%2Freepgreen.ca%2F,Energie,Paris ON
REEP Green Solutions,"222 Frederick St,Kitchener,ON,N2H 2M8","Energy Conservation & Renewable Products & Services,Organizations",519-744-9799,,Energie,Paris ON
Ontario Energy Savings Corp,"22 Frederick St,Kitchener,ON,N2H 6M6",Energy Management & Consultants,519-744-8597,/gourl/b8102c4b59ae9c3362bc873e3cfb927cc0e0c381?redirect=http%3A%2F%2Fontarioenergyboard.ca%2F,Energie,Paris ON
Summitt Energy,"305 King St W,Kitchener,ON,N2G 1B9",Energy Management & Consultants,519-772-1207,,Energie,Paris ON
Core Energy,"812 King St W,Kitchener,ON,N2G 1E9",Energy Management & Consultants,519-749-8107,,Energie,Paris ON
Ameresco Canada Inc,"227 Main S,Waterford,ON,N0E 1Y0",Energy Management & Consultants,519-443-7884,/gourl/67c77911a8e39dca901938758debbccad8ae7b4e?redirect=http%3A%2F%2Fameresco.com%2F,Energie,Paris ON
Canadian Energy Strategies Inc,"3-1060 Guelph St,Kitchener,ON,N2B 2E3",Energy Management & Consultants,519-741-8600,/gourl/0d54e3d0959caf9d7df6372ee98f75c55f723ecd?redirect=http%3A%2F%2Fwww.ces-energy.com%2F,Energie,Paris ON
Solar Dynamics Corporation,"14 Grand Ave,Kitchener,ON,N2K 1B3",Energy Conservation & Renewable Products & Services,"519-745-3426,1-888-960-3426",/gourl/54213fae557f1f81c5207840157cd487045c8751?redirect=http%3A%2F%2Fwww.solardynamics.ca%2F,Energie,Paris ON
MMM Group Ltd,"582 Lancaster St W,Kitchener,ON,N2K 1M3",Energy Management & Consultants,519-743-8777,/gourl/c022bb70f3083b2802ca933e2e352803fbc68b8a?redirect=http%3A%2F%2Fwww.enermodal.com%2F,Energie,Paris ON
New Energy Technologies Inc,"390 First Line,Hagersville,ON,N0A 1H0",Energy Management & Consultants,905-768-3959,/gourl/32af46e51af0409d8c2f5dbc5fee98133a24b667?redirect=http%3A%2F%2Fnewe.ca%2F,Energie,Paris ON
THINK Green Solutions,"3-335 Laird Rd,Guelph,ON,N1G 4P7",Energy Management & Consultants,647-381-3733,/gourl/74c10e4aed80264246d5bf4940feae6c5807da05?redirect=http%3A%2F%2Fwww.facebook.com%2F15580,Energie,Paris ON
Energy Products Group,"275 Frobisher Dr,Waterloo,ON,N2V 2G4",Energy Management & Consultants,519-725-0057,,Energie,Paris ON
Waterloo North Hydro,"526 Country Squire Rd,Waterloo,ON,N2J 4G8",Energy Management & Consultants,519-746-2893,/gourl/421ba0a33f70015be9faa5a47cefc24e03537120?redirect=http%3A%2F%2Fwww.wnhydro.com%2F,Energie,Paris ON
Rogers,"J1-290 King George Rd,Brantford,ON,N3R 5L9",Telecommunications Consultants,519-805-2928,/gourl/12559aa5ca1dc93f28dcaee860576bdb8dc125d9?redirect=http%3A%2F%2Fwww.rogers.com%2Fweb%2Fcontent%2Fstore-locator%3Fstore%3D400000108,Telecom,Paris ON
Technical Manpower Services Broadcast Installation,"34 Farrow Rd RR 4,Brantford,ON,N3T 5L7",Telecommunications Consultants,905-484-0167,,Telecom,Paris ON
Meti Telecommunication Installations Inc,"111 Sherwood Dr,Brantford,ON,N3T 6J9","Cable Installation, Splicing & Detection",519-753-7869,/gourl/fc34b0f5c3bc1e89f3015a603c33ea9dfa99261e?redirect=http%3A%2F%2Fwww.metiinc.com%2F,Telecom,Paris ON
The Wireless Clinic,"566 West,Brantford,ON,N3R 6M7",Telecommunications Equipment & Supplies,519-770-4892,/gourl/57c4856a687a663126a474fb1922a914efc32fc4?redirect=http%3A%2F%2Fwirelessclinic.ca%2F,Telecom,Paris ON
Inc Solutrea,"151 Front W,Brantrford,ON",Telecommunications Consultants,519-805-4286,,Telecom,Paris ON
Advanced Cellular,"84 Lynden Rd,Brantford,ON,N3R 6B8","Telecommunications Consultants,Wireless & Cell Phone Services",519-756-6742,/gourl/279852b4b7815559a22e3d24594e49b2d3e630d9?redirect=http%3A%2F%2Fadvancedcellular.ca%2F,Telecom,Paris ON
Rogers,"F11-84 Lynden Rd,Brantford,ON,N3R 6B8","Telecommunications Consultants,Wireless & Cell Phone Accessories",519-770-0389,/gourl/2499da2b28112b522eac6f3fabecc1bb068c1ed9?redirect=http%3A%2F%2Fwww.rogers.com%2Fweb%2Fcontent%2Fstore-locator%3Fstore%3D344746625,Telecom,Paris ON
Brant Communications,"67 Erie Ave,Brantford,ON,N3S 2E7",Telecommunications Consultants,519-304-0094,,Telecom,Paris ON
Advanced Cellular,"169 Copernicus Blvd,Brantford,ON,N3P 1N4",Telecommunications Consultants,519-752-6800,/gourl/664bde6812e1d07f8bcaf4bc10da03a621a27a17?redirect=http%3A%2F%2Fwww.advancedcellular.ca%2F,Telecom,Paris ON
Mt Pleasant Telecom,"435 Pleasant Ridge Rd,Brantford,ON,N3T 5L5","Phone Equipment, Systems & Service",226-400-7286,,Telecom,Paris ON
Chaartech Telecommunications,"267 Greenbrier Rd,Cambridge,ON,N1P 1C3",Telecommunications Consultants,519-622-6077,,Telecom,Paris ON
Suntel Business Solutions Inc,"275 Ainslie St S,Cambridge,ON,N1R 3L3",Telecommunications Consultants,519-740-6447,/gourl/dd4ed97b30f2c600e0ad473c4fae004733ed8004?redirect=http%3A%2F%2Fsuntel.com%2F,Telecom,Paris ON
Solutrea Canada Inc,"151 Front W,Brantford,ON,N3T 5L9",Telecommunications Equipment & Supplies,519-805-4281,,Telecom,Paris ON
Solutrea Canada Inc,"151 Front W,Brantford,ON,N3T 5L9",Telecommunications Equipment & Supplies,519-805-4283,,Telecom,Paris ON
Solutrea Canada Inc,"151 Front W,Brantford,ON,N3T 5L9",Telecommunications Equipment & Supplies,519-805-4282,,Telecom,Paris ON
Sonami Communications Inc,"18 Waterbridge Crt,Kitchener,ON,N2P 2A7",Telecommunications Equipment & Supplies,519-743-2756,,Telecom,Paris ON
K R Communications,"27 Albert W,Blandford-Blenheim,ON,N0J 1S0",Telecommunications Equipment & Supplies,519-684-7570,/gourl/2153b79c15bcccefae9a272e7907df09960bd957?redirect=http%3A%2F%2Fwww.krcommunications.ca%2F,Telecom,Paris ON
Worldlynx Wireless LP,"355 Hespeler Rd,Cambridge,ON,N1R 6B3","Telecommunications Equipment & Supplies,Home Improvements & Renovations",519-624-5914,,Telecom,Paris ON
Rogers,"337-355 Hespeler Rd,Cambridge,ON,N1R 6B3","Telecommunications Consultants,Wireless & Cell Phone Accessories",519-622-9749,/gourl/d001c72c97e9f03598278a9916ac33679fa0d59b?redirect=http%3A%2F%2Fwww.rogers.com%2Fweb%2Fcontent%2Fstore-locator%3Fstore%3D344746312,Telecom,Paris ON
Avema Corporation,"801 Field Rd,Lynden,ON,L0R 1T0",Telecommunications Consultants,905-766-4121,,Telecom,Paris ON
Acme Telephone Co,"130 Forrest Creek S Dr,Kitchener,ON,N2R 0M1","Telecommunications Equipment & Supplies,Phone Equipment, Systems & Service",519-240-3539,/gourl/f0764c6d455d940c79e19d626b5a759f665432b5?redirect=http%3A%2F%2Fwww.acmetelephone.com%2F,Telecom,Paris ON
Geekin.ca,"Kitchener,ON,N2R 1Z4",Telecommunications Consultants,226-600-9100,/gourl/308933bfa775b2d73de746ad8bf5effd58036dd7?redirect=https%3A%2F%2Fwww.facebook.com%2Fgeekinkit,Telecom,Paris ON
Tensys Communication Inc,"33-30 Green Valley Dr,Kitchener,ON,N2P 1G8",Telecommunications Consultants,519-342-5288,,Telecom,Paris ON
Preformed Line Products (Canada) Limited,"1711 Bishop St,Cambridge,ON,N1T 1N5",Telecommunications Equipment & Supplies,519-740-6666,/gourl/9a10d6571151d0f58ff609af3d544cacd52c37b1?redirect=http%3A%2F%2Fwww.preformed.on.ca%2F,Telecom,Paris ON
KT,"849 54 Hwy,Brantford,ON,N3W 2G9","Gas Stations,Convenience Stores",519-753-2087,/gourl/075e2538f13f4dd56da2bd1b638ecbd24c0c09ed?redirect=https%3A%2F%2Fwww.facebook.com%2Fpages%2FKT-Tobacco%2F1355160667949564,Telecom,Paris ON
Honeywell Aerospace,"155 Sheldon Dr,Cambridge,ON,N1R 7H6","Telecommunications Equipment & Supplies,Aircraft Parts, Engines & Avionics",519-622-2300,/gourl/7b5f051c577202ce807ec937fafd652e96e8025d?redirect=http%3A%2F%2Fwww.comdev.ca%2F,Telecom,Paris ON
Expertech Network Installation Inc,"65 Sasaga Dr,Kitchener,ON,N2C 2G8",Telecommunications Consultants,519-895-0124,,Telecom,Paris ON
Smallwood S G Inc,"699 Wabanaki Dr,Kitchener,ON,N2C 2G4","Telecommunications Equipment & Supplies,Transformers",519-894-2280,/gourl/d48251be574a29ae829b92ea7657e9124d5135e0?redirect=http%3A%2F%2Fwww.sgsmallwood.com%2F,Telecom,Paris ON
Selectcom Inc,"975 Wilson Ave,Kitchener,ON,N2C 1J1",Telecommunications Consultants,519-893-5953,,Telecom,Paris ON
The Predator Group Of Communication Companies,"209B Manitou Dr,Kitchener,ON,N2C 1L4",Telecommunications Consultants,519-748-2233,,Telecom,Paris ON
Research In Motion,"25 Cherry Blossom Rd,Cambridge,ON,N3H 4R7",Telecommunications Equipment & Supplies,519-653-6639,,Telecom,Paris ON
City Com Communications,"1245 Franklin Blvd,Cambridge,ON,N1R 7E5","Telecommunications Consultants,Phone Equipment, Systems & Service","519-624-2489,1-888-248-9266",/gourl/0a83f08766b755a79de47d7c341ba353360e6e14?redirect=http%3A%2F%2Fwww.citycomgt.com%2F,Telecom,Paris ON
ECI - Empire Communications,"1-460 Thompson Dr,Cambridge,ON,N1T 2K8",Telecommunications Equipment & Supplies,519-624-9134,/gourl/57a3e132fb021529f7fe21dc9fe30baaaa876e1c?redirect=http%3A%2F%2Fwww.ecitech.ca%2F,Telecom,Paris ON
Bdi Canada Inc,"460 Thompson Dr,Cambridge,ON,N1T 2K8","Telecommunications Consultants,Power Transmission Equipment",519-620-8001,,Telecom,Paris ON
Rogers,"M021-2960 Kingsway Dr,Kitchener,ON,N2C 1X1",Telecommunications Consultants,519-748-0484,/gourl/b1d3c5bf212e6e3e6445406c8cec13d26720eaa3?redirect=http%3A%2F%2Fwww.rogers.com%2Fweb%2Fcontent%2Fstore-locator%3Fstore%3D344746214,Telecom,Paris ON
BMO Bank of Montreal,"68 Grand River St N,Paris,ON,N3L 2M2",Banks,519-442-2291,/gourl/e9ec24358b9dd3750212e2938d63992b85361728?redirect=https%3A%2F%2Fbranches.bmo.com%2Fon%2Fparis%2Fb0360%2F,Banque,Paris ON
CIBC Branch with ATM,"88 Grand River St N,Paris,ON,N3L 2M2",Banks,"519-442-7837,1-800-465-2422",/gourl/16833525da00a77a20ce879536bc471a99fb5288?redirect=http%3A%2F%2Fcibc.com%2F,Banque,Paris ON
TD Canada Trust Branch and ATM,"53 Grand River St North,Paris,ON,N3L 2M3",Banks,519-442-2201,/gourl/64bf3634b9c3860deafdd43314040ea416ccaf01?redirect=https%3A%2F%2Fwww.td.com%2Fca%2Fen%2Fpersonal-banking%2Fbranch-locator%2F%3Fy_source%3D1_Mjk0MjEzNS02MDEtbG9jYXRpb24ud2Vic2l0ZQ%253D%253D%23%2F%3Fid%3D3384%3Futm_source%3Dgoogle-maps%26utm_medium%3Dyext%26utm_campaign%3Dalways_on%26utm_content%3Dtdctbranch,Banque,Paris ON
TD Canada Trust ATM,"53 Grand River St North,Paris,ON,N3L 2M3",Banks,1-866-222-3456,/gourl/deebe5d1f8295234cf67e7d23213e46e99cd7732?redirect=https%3A%2F%2Fwww.td.com%2Fca%2Fen%2Fpersonal-banking%2Fbranch-locator%2F%23%2F%3Fid%3D3384%26src%3Dlocal%3Aatm%3Acan,Banque,Paris ON
CIBC Cash Dispenser,"99 King Edward St,Paris,ON,N3L 3E3",Banks,1-800-465-2422,/gourl/ee04cbf5a71bcf43beb511f6e70a82d48aeb2e8d?redirect=https%3A%2F%2Flocations.cibc.com%2Fon%2Fparis%2Fpi909a0n%3Fq%3DN3L%26loc%3DN3L%252C%2BON%26t%3D,Banque,Paris ON
BMO Bank Of Montreal,"9 West St,Brant,ON",Banks,519-448-1206,/gourl/1b71a8b56cdc4dd8f629fafbb5472dd50ebd7ad7?redirect=https%3A%2F%2Fwww.facebook.com%2FBMOcommunity,Banque,Paris ON
BDC - Business Development Bank of Canada,"330 West Street,Brantford,ON,N3R 7V5","Banks,Financing Consultants",1-888-463-6232,/gourl/450779eaa7faa80956a35ac135da7c449a31b321?redirect=https%3A%2F%2Fwww.bdc.ca%2Fen%2Fbusiness-centres%2Fontario%2Fbrantford%3Fsource%3Ddirectory%26y_source%3D1_Mzc3NzUwOS02MDEtbG9jYXRpb24ud2Vic2l0ZQ%253D%253D,Banque,Paris ON
Meridian Credit Union,"300 King George Rd,Brantford,ON,N3R 5L8","Banks,Financial Planning Consultants",519-753-4131,/gourl/0df87b8a9cee745a1c2c76b3b087ec69dceedc7c?redirect=https%3A%2F%2Fwww.meridiancu.ca%2Fbranches%2Fbrantford-commons,Banque,Paris ON
RBC Royal Bank,"C1-300 King George Rd,Brantford,ON,N3R 5L8",Banks,519-758-2199,/gourl/d204bb818653b3aae306054a83d853b5eb68c838?redirect=http%3A%2F%2Fwww.rbcroyalbank.com%2F,Banque,Paris ON
President's Choice Financial Pavilion and ATM,"290 King George Rd Nth/Hiway24,Brantford,ON,N3R 5L8",Banks,519-751-7541,/gourl/01a644b2c0f1be74ed9e384fc4edeaca3c1fca64?redirect=https%3A%2F%2Fwww.pcfinancial.ca%2Fen%2Fcontact-us%2F,Banque,Paris ON
Meridian Credit Union ATM,"300 King George Rd Unit J3,Brantford,ON,N3R 5L8",Banks,519-753-4131,/gourl/0df87b8a9cee745a1c2c76b3b087ec69dceedc7c?redirect=https%3A%2F%2Fwww.meridiancu.ca%2Fbranches%2Fbrantford-commons,Banque,Paris ON
TD Canada Trust ATM,"265 King George Rd,Brantford,ON,N3R 6Y1",Banks,,/gourl/2711ea8954d8d73ed091f8c54800c6df0b4357eb?redirect=https%3A%2F%2Fwww.td.com%2Fca%2Fen%2Fpersonal-banking%2Fbranch-locator%2F%3Fy_source%3D1_MTUyNDA2MjItNjAxLWxvY2F0aW9uLndlYnNpdGU%253D%23%2F%3Fid%3D13992%26src%3Dlocal%3Aatm%3Acan,Banque,Paris ON
BMO Bank Of Montreal,"68 Paris Rd,Brant,ON",Banks,519-442-2291,/gourl/c9b389ebe484156add9f0fac55088f73aca198b3?redirect=http%3A%2F%2Fwww.bmo.com%2F,Banque,Paris ON
TD Canada Trust ATM,"Ultramar-181 Brant Rd,St George,ON,N0E 1N0",Banks,,/gourl/72dfa8f283eb2d7cff6aff705c3927d4aa87a8c3?redirect=https%3A%2F%2Fwww.td.com%2Fca%2Fen%2Fpersonal-banking%2Fbranch-locator%2F%3Fy_source%3D1_MTY4NDQxOTUtNjAxLWxvY2F0aW9uLndlYnNpdGU%253D%23%2F%3Fid%3D10684%3Futm_source%3Dgoogle-maps%26utm_medium%3Dyext%26utm_campaign%3Dalways_on%26utm_content%3Dtdctbranch,Banque,Paris ON
CIBC Cash Dispenser,"178 Brant Rd,Saint George,ON,N0E 1N0",Banks,1-800-465-2422,/gourl/848fe7cfc6d6f79bdb396333fce42a0fb6a84cd0?redirect=https%3A%2F%2Flocations.cibc.com%2Fon%2Fsaint-george%2Fpi909a1w%3Fq%3DN3L%26loc%3DN3L%252C%2BON%26t%3D,Banque,Paris ON
CIBC Cash Dispenser,"151 King George Rd,Brantford,ON,N3R 5K7",Banks,1-800-465-2422,/gourl/d58ff0db5e6709daf3e180ab5fc7f099f7a6954e?redirect=https%3A%2F%2Flocations.cibc.com%2Fon%2Fbrantford%2Fpi909a07%3Fq%3DN3L%26loc%3DN3L%252C%2BON%26t%3D,Banque,Paris ON
Tandia Financial Credit Union,"25-27 King George Rd,Brantford,ON,N3R 5J8",Banks,1-800-598-2891,/gourl/d997e9b9957b762c9c6ffab04ecf446ee2dcde47?redirect=http%3A%2F%2Fwww.teacherscu.on.ca%2F,Banque,Paris ON
